ID Northing Easting Elevation Code
626 1145271.928 3603015.073 58.1822 GS
627 1145272.17 3603003.448 58.0862 GS
628 1145287.576 3603013.492 58.0099 GS
629 1145318.21 3603008.045 57.9382 GS
630 1145314.703 3602997.268 57.9449 GS
631 1145308.393 3602987.324 57.945 GS
632 1145297.992 3602980.058 58.0419 GS
633 1145289.285 3602978.726 58.0635 GS
634 1145282.634 3603000.522 57.9559 GS
635 1145327.039 3602998.294 57.9357 GS
636 1145341.931 3602993.646 57.9284 GS
637 1145341.931 3602982.803 57.9498 GS
638 1145333.615 3602979.898 58.0235 GS
639 1145320.85 3602979.704 58.049 GS
640 1145327.039 3602989.967 57.94 GS
641 1145308.797 3602973.109 58.1964 GS
642 1145287.288 3602969.817 58.2499 GS
643 1145277.038 3602959.748 58.0917 GS
644 1145268.335 3602950.259 58.0891 GS
645 1145271.236 3602971.947 57.5157 GS
646 1145260.212 3602973.883 56.901 GS
647 1145331.302 3602943.697 58.5864 GS
648 1145319.901 3602938.415 58.8105 GS
649 1145303.563 3602929.394 59.113 GS
650 1145290.195 3602922.093 59.2245 GS
651 1145276.583 3602915.522 59.1399 GS
652 1145258.839 3602905.787 57.8115 GS
653 1145254.95 3602916.495 57.9922 GS
654 1145271.721 3602925.744 58.7883 GS
655 1145285.333 3602934.749 58.8226 GS
656 1145299.188 3602941.806 58.8493 GS
657 1145316.446 3602947.891 58.7109 GS
658 1145242.43 3602897.951 56.9342 GS
659 1145226.873 3602889.677 56.2841 GS
660 1145210.831 3602881.402 56.0672 GS
661 1145192.785 3602871.887 55.9212 GS
662 1145206.936 3602896.253 55.7499 GS
663 1145172.111 3602861.182 56.074 GS
664 1145156.486 3602853.124 56.3743 GS
665 1145162.563 3602869.187 55.72 GS
666 1145194.697 3602887.458 55.6392 GS
667 1145146.496 3602858.72 56.3473 GS
668 1145126.321 3602837.547 56.4932 GS
669 1145092.214 3602820.243 55.8125 GS
670 1145077.812 3602812.917 55.8305 GS
671 1145050.772 3602799.528 56.5516 GS
672 1145037.16 3602793.93 56.9476 GS
673 1145024.521 3602784.925 57.4559 GS
674 1145029.625 3602816.564 55.5552 GS
675 1145051.745 3602821.432 54.9323 GS
676 1145075.322 3602828.246 55.2251 GS
677 1145100.956 3602855.292 55.8104 GS
678 1145110.922 3602865.027 56.4188 GS
679 1145135.55 3602882.828 55.9058 GS
680 1145150.378 3602894.023 54.8014 GS
681 1145209.75 3602926.181 55.8548 GS
682 1145191.519 3602917.176 55.3237 GS
683 1145180.824 3602908.902 55.0399 GS
684 1145165.268 3602921.314 54.6256 GS
685 1145177.908 3602936.403 54.7532 GS
686 1145183.012 3602953.196 54.6192 GS
687 1145199.055 3602969.015 54.69 GS
688 1145166.483 3602960.01 54.2784 GS
689 1145154.816 3602942.974 54.2928 GS
690 1145144.85 3602958.55 53.9731 GS
691 1145127.718 3602902.357 55.1817 GS
692 1145118.707 3602918.761 54.6161 GS
693 1145105.327 3602940.907 53.8776 GS
694 1145096.862 3602950.476 53.4234 GS
695 1145073.652 3602940.36 53.9197 GS
696 1145097.681 3602929.15 54.4871 GS
697 1145113.246 3602907.552 55.5856 GS
698 1145094.344 3602883.467 56.3906 GS
699 1145076.049 3602895.497 56.0438 GS
700 1145061.304 3602904.792 55.3204 GS
701 1145063.215 3602879.092 55.1687 GS
702 1145082.056 3602873.624 55.7442 GS
703 1145039.622 3602882.378 53.9577 GS
704 1145033.615 3602915.186 53.607 GS
705 1145021.6 3602936.238 52.9127 GS
706 1145004.125 3602948.541 52.5716 GS
707 1145012.589 3602911.632 52.816 GS
708 1145021.873 3602888.119 53.1027 GS
709 1145069.943 3602844.614 54.6463 GS
710 1145045.914 3602842.974 54.2221 GS
711 1145029.257 3602842.7 54.0562 GS
712 1144978.265 3602929.094 51.6411 GS
713 1144968.449 3602954.587 51.5927 GS
714 1144958.939 3602988.372 50.3189 GS
715 1144997.882 3603129.816 50.7607 GS
